MS,Mh,Man,MMS,T,Cn,Ct,m (kg),Enedc (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
SE,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,3C,PASSAT,M1,1674.0,168.0,2786.0,1578.0,1562.0,PETROL,M,1984.0,206.0
LU,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,7HC,MULTIVAN,M1,2007.0,210.0,3000.0,1634.0,1639.0,PETROL,M,1984.0,110.0
HU,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN,6R,POLO,M1,1224.0,110.0,2456.0,1465.0,1456.0,PETROL,M,1395.0,110.0
ES,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,16,BEETLE,M1,1314.0,126.0,2540.0,1581.0,1553.0,PETROL,M,1197.0,
PL,NISSAN,NISSAN INTERNATIONAL SA,,J11,QASHQAI,M1,1390.0,134.0,2340.0,1560.0,1560.0,PETROL,M,1618.0,180.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,K14,MICRA,M1,1045.0,103.0,2195.0,1460.0,1475.0,PETROL,M,999.0,78.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,M20M,NV200,M1,1430.0,133.0,2235.0,1490.0,1510.0,DIESEL,M,1461.0,99.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,M20M,NV200,M1,1465.0,130.0,2235.0,1490.0,1510.0,DIESEL,M,1461.0,122.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,M20M,NV200,M1,1351.0,169.0,2235.0,1490.0,1510.0,PETROL,M,1598.0,122.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,M20M,NV200,M1,1417.0,133.0,2235.0,1490.0,1510.0,DIESEL,M,1461.0,99.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,M20M,NV200,M1,1431.0,130.0,2235.0,1490.0,1510.0,DIESEL,M,1461.0,122.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,M20M,NV200,M1,1492.0,133.0,2235.0,1490.0,1510.0,DIESEL,M,1461.0,99.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,M20M,NV200,M1,1479.0,130.0,2235.0,1490.0,1510.0,DIESEL,M,1461.0,122.0
PL,NISSAN,NISSAN INTERNATIONAL SA,,M20M,NV200,M1,1506.0,130.0,2235.0,1490.0,1510.0,DIESEL,M,1461.0,122.0
PL,SKODA,SKODA AUTO AS,,3T,SUPERB,M1,1505.0,106.0,2371.0,1566.0,1586.0,DIESEL,M,1968.0,210.0
PL,SKODA,SKODA AUTO AS,,3T,SUPERB,M1,1555.0,113.0,2371.0,1566.0,1586.0,DIESEL,M,1968.0,210.0
PL,SKODA,SKODA AUTO AS,,3T,SUPERB,M1,1555.0,114.0,2371.0,1566.0,1586.0,DIESEL,M,1968.0,210.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1467.0,143.0,2309.0,1535.0,1556.0,PETROL,M,1984.0,254.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1442.0,149.0,2309.0,1535.0,1556.0,PETROL,M,1984.0,254.0
NL,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,A00,MITSUBISHI SPACE STAR,M1,940.0,95.0,2450.0,1430.0,1420.0,PETROL,M,1193.0,59.0
NL,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,A00,MITSUBISHI SPACE STAR,M1,940.0,99.0,2450.0,1430.0,1420.0,PETROL,M,1193.0,59.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1462.0,147.0,2309.0,1535.0,1556.0,PETROL,M,1984.0,243.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1442.0,143.0,2309.0,1535.0,1556.0,PETROL,M,1984.0,243.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1269.0,108.0,2309.0,1535.0,1556.0,PETROL,M,999.0,128.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1272.0,109.0,2309.0,1535.0,1556.0,PETROL,M,999.0,128.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1269.0,109.0,2309.0,1535.0,1556.0,PETROL,M,999.0,128.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1247.0,105.0,2309.0,1535.0,1556.0,PETROL,M,999.0,128.0
PL,SKODA,SKODA AUTO AS,,5E,OCTAVIA,M1,1247.0,110.0,2309.0,1535.0,1556.0,PETROL,M,999.0,128.0
FR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,L,308,M1,1235.0,94.0,2620.0,1563.0,1563.0,Diesel,M,1560.0,73.0
FR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,L,308,M1,1235.0,96.0,2620.0,1563.0,1563.0,Diesel,M,1560.0,73.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,K13,MICRA,M1,1043.0,125.0,2450.0,1450.0,1450.0,Petrol,M,1198.0,59.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,K13,MICRA,M1,1035.0,115.0,2450.0,1450.0,1450.0,Petrol,M,1198.0,59.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,K13,MICRA,M1,1001.0,115.0,2450.0,1460.0,1460.0,Petrol,M,1198.0,59.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,K13,MICRA,M1,1035.0,115.0,2450.0,1460.0,1460.0,Petrol,M,1198.0,59.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,K13,MICRA,M1,1020.0,125.0,2450.0,1460.0,1460.0,Petrol,M,1198.0,59.0
FR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,0,5008,M1,1565.0,113.0,2727.0,1531.0,1531.0,Diesel,M,1560.0,88.0
BE,OPEL,ADAM OPEL GMBH,OPEL,B-K,ASTRA SPORTS TOURER+,M1,1393.0,92.0,2662.0,1548.0,1565.0,Diesel,M,1598.0,81.0
BE,OPEL,ADAM OPEL GMBH,OPEL,B-K,ASTRA SPORTS TOURER+,M1,1393.0,89.0,2662.0,1548.0,1565.0,Diesel,M,1598.0,81.0
BE,OPEL,ADAM OPEL GMBH,OPEL,B-K,ASTRA SPORTS TOURER,M1,1415.0,119.0,2662.0,1548.0,1565.0,Diesel,M,1598.0,100.0
BE,OPEL,ADAM OPEL GMBH,OPEL,B-K,ASTRA SPORTS TOURER,M1,1415.0,122.0,2662.0,1548.0,1565.0,Diesel,M,1598.0,100.0
BE,OPEL,ADAM OPEL GMBH,OPEL,B-K,ASTRA SPORTS TOURER+,M1,1415.0,119.0,2662.0,1548.0,1565.0,Diesel,M,1598.0,100.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,DC,JAGUAR F-PACE,M1,1828.0,134.0,2870.0,1640.0,1650.0,DIESEL,M,1999.0,132.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,DC,JAGUAR F-PACE,M1,1786.0,129.0,2870.0,1640.0,1650.0,DIESEL,M,1999.0,132.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,DC,JAGUAR F-PACE,M1,1798.0,129.0,2870.0,1640.0,1650.0,DIESEL,M,1999.0,120.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,DF,E-PACE,M1,1904.0,147.0,2680.0,1640.0,1630.0,DIESEL,M,1999.0,132.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,NNA,JAGUAR XJ,M1,1976.0,149.0,3030.0,1630.0,1600.0,DIESEL,M,2993.0,221.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,NNA,JAGUAR XJ,M1,2026.0,155.0,3160.0,1630.0,1600.0,DIESEL,M,2993.0,221.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JA,JAGUAR XE,M1,1754.0,137.0,2840.0,1610.0,1590.0,DIESEL,M,1999.0,177.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,QQ6,JAGUAR F-TYPE,M1,1739.0,199.0,2620.0,1590.0,1630.0,PETROL,M,2995.0,250.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,QQ6,JAGUAR F-TYPE,M1,1739.0,203.0,2620.0,1590.0,1630.0,PETROL,M,2995.0,280.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,QQ6,JAGUAR F-TYPE,M1,1760.0,199.0,2620.0,1600.0,1650.0,PETROL,M,2995.0,250.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,QQ6,JAGUAR F-TYPE,M1,1760.0,199.0,2620.0,1590.0,1630.0,PETROL,M,2995.0,250.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,LY,RANGE ROVER VELAR,M1,2029.0,167.0,2870.0,1640.0,1660.0,DIESEL,M,2993.0,221.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,LY,RANGE ROVER VELAR,M1,1911.0,154.0,2870.0,1640.0,1660.0,DIESEL,M,1999.0,177.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,LY,RANGE ROVER VELAR,M1,1954.0,214.0,2870.0,1640.0,1660.0,PETROL,M,2995.0,280.0
NL,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,LY,RANGE ROVER VELAR,M1,1874.0,173.0,2870.0,1640.0,1660.0,PETROL,M,1997.0,184.0
NL,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL S.A.,E12,NISSAN NOTE,M1,1080.0,109.0,2600.0,1480.0,1490.0,PETROL,M,1198.0,59.0
NL,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL S.A.,E12,NISSAN NOTE,M1,1080.0,109.0,2600.0,1470.0,1480.0,PETROL,M,1198.0,59.0
NL,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,L,308,M1,1265.0,99.0,2730.0,1570.0,1560.0,PETROL,M,1199.0,81.0
NL,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,M,3008,M1,1375.0,129.0,2680.0,1600.0,1610.0,PETROL,M,1598.0,121.0
PL,KIA,KIA MOTORS CORPORATION,,JA,PICANTO,M1,935.0,101.0,2100.0,1390.0,1423.0,PETROL,M,998.0,74.0
DK,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN,AU,GOLF,M1,1316.0,116.0,2620.0,1533.0,1503.0,PETROL,M,1498.0,110.0
FR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,3C,PASSAT,M1,1549.0,118.0,2786.0,1578.0,1578.0,DIESEL,M,1968.0,140.0
PL,VOLKSWAGEN,VOLKSWAGEN AG,,AU,GOLF,M1,1235.0,114.0,2302.0,1496.0,1550.0,PETROL,M,1197.0,122.0
BG,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG,2K,CADDY,M1,1541.0,118.0,2682.0,1537.0,1528.0,NG-BIOMETHANE,M,1395.0,81.0
PL,VOLKSWAGEN,VOLKSWAGEN AG,,3C,PASSAT,M1,1503.0,109.0,2371.0,1562.0,1586.0,DIESEL,M,1968.0,165.0
HR,VOLKSWAGEN,VOLKSWAGEN AG,VOLKSWAGEN AG BERLINER RING 2 D-38440 WOLFSBURG,1T,TOURAN,M1,1583.0,119.0,2786.0,1561.0,1534.0,DIESEL,M,1598.0,85.0
FR,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,SD,SANDERO,M1,1165.0,98.0,2589.0,1497.0,1497.0,DIESEL,M,1461.0,66.0
FR,RENAULT,RENAULT SAS,RENAULT SAS,R,CLIO,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,66.0
BE,MAZDA,MAZDA MOTOR CORPORATION,MAZDA,GH,MAZDA CX-5,M1,1703.0,144.0,2700.0,1585.0,1590.0,DIESEL,M,2191.0,129.0
BE,MAZDA,MAZDA MOTOR CORPORATION,MAZDA,GH,MAZDA CX-5,M1,1583.0,156.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,118.0
BE,MAZDA,MAZDA MOTOR CORPORATION,MAZDA,GH,MAZDA CX-5,M1,1613.0,155.0,2700.0,1585.0,1590.0,PETROL,M,1998.0,118.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,B-K,ASTRA +,M1,1410.0,90.0,2662.0,1548.0,1565.0,DIESEL,M,1598.0,81.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,B-K,ASTRA,M1,1350.0,90.0,2662.0,1548.0,1565.0,DIESEL,M,1598.0,81.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,B-K,ASTRA +,M1,1308.0,99.0,2662.0,1548.0,1565.0,PETROL,M,999.0,77.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,CORSA-E,M1,1237.0,112.0,2510.0,1472.0,1464.0,PETROL,M,1398.0,66.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,J-A,MOKKA X,M1,1563.0,109.0,2555.0,1541.0,1540.0,DIESEL,M,1598.0,100.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,ADAM,M1,1199.0,139.0,2311.0,1472.0,1464.0,PETROL,M,1364.0,110.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,ADAM,M1,1237.0,139.0,2311.0,1472.0,1464.0,PETROL,M,1364.0,110.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,B-K,ASTRA,M1,1284.0,99.0,2662.0,1548.0,1565.0,PETROL,M,999.0,77.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D MONOCAB B,MERIVA,M1,1471.0,124.0,2644.0,1488.0,1509.0,PETROL,M,1364.0,88.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,B-K,ASTRA,M1,1378.0,93.0,2662.0,1548.0,1565.0,DIESEL,M,1598.0,81.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,CORSA-E,M1,1259.0,106.0,2510.0,1472.0,1464.0,PETROL,M,999.0,66.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,CORSA-E,M1,1278.0,106.0,2510.0,1472.0,1464.0,PETROL,M,999.0,66.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,CORSA-E,M1,1278.0,115.0,2510.0,1472.0,1464.0,PETROL,M,999.0,85.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,CORSA-E,M1,1278.0,117.0,2510.0,1472.0,1464.0,PETROL,M,999.0,85.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,ADAM,M1,1163.0,109.0,2311.0,1472.0,1464.0,PETROL,M,1398.0,64.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,ADAM,M1,1163.0,112.0,2311.0,1472.0,1464.0,PETROL,M,1398.0,64.0
PT,OPEL,ADAM OPEL GMBH,ADAM OPEL AG,S-D,CORSA-E,M1,1278.0,85.0,2510.0,1472.0,1464.0,DIESEL,M,1248.0,70.0
DK,HYUNDAI,HYUNDAI MOTOR COMPANY,HYUNDAI,GB,i20,M1,1140.0,99.0,2570.0,1520.0,1519.0,Petrol,M,998.0,74.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,F15,JUKE,M1,1250.0,139.0,2530.0,1525.0,1525.0,Petrol,M,1598.0,86.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,F15,JUKE,M1,1250.0,142.0,2530.0,1525.0,1525.0,Petrol,M,1598.0,86.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,F15,JUKE,M1,1209.0,138.0,2530.0,1539.0,1539.0,Petrol,M,1598.0,69.0
PL,KIA SLOVAKIA,KIA MOTORS SLOVAKIA SRO,,JD,CEE'D,M1,1364.0,104.0,2345.0,1563.0,1571.0,DIESEL,M,1582.0,122.0
PL,KIA SLOVAKIA,KIA MOTORS SLOVAKIA SRO,,JD,CEE'D,M1,1391.0,103.0,2345.0,1563.0,1571.0,DIESEL,M,1582.0,150.0
PL,KIA SLOVAKIA,KIA MOTORS SLOVAKIA SRO,,JD,CEE'D,M1,1364.0,102.0,2345.0,1563.0,1571.0,DIESEL,M,1582.0,150.0
FR,KIA,KIA MOTORS CORPORATION,KIA MOTOR CORP,YB,RIO,M1,1155.0,102.0,2580.0,1512.0,1512.0,Petrol,M,998.0,73.0
BE,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,LAND ROVER,LV,Range Rover Evoque,M1,1770.0,113.0,2660.0,1621.0,1629.0,Diesel,M,1999.0,110.0
BG,SEAT,SEAT SA,SEAT SA,6J,IBIZA,M1,1043.0,118.0,2469.0,1465.0,1457.0,PETROL,M,999.0,55.0
DE,SEAT,SEAT SA,SEAT (E),6J,IBIZA,M1,1043.0,118.0,2469.0,1465.0,1457.0,PETROL,M,999.0,55.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,L,308,M1,1460.0,94.0,2730.0,1565.0,1560.0,DIESEL,M,1560.0,73.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,V,Expert Traveller,M1,1834.0,148.0,3275.0,1630.0,1618.0,DIESEL,M,1560.0,70.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,V,Expert Traveller,M1,1858.0,137.0,3275.0,1630.0,1618.0,DIESEL,M,1560.0,85.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,V,Expert Traveller,M1,1829.0,137.0,2925.0,1630.0,1618.0,DIESEL,M,1560.0,85.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,8,508,M1,1625.0,96.0,2817.0,1579.0,1552.0,DIESEL,M,1560.0,88.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,8,508,M1,1625.0,100.0,2817.0,1579.0,1552.0,DIESEL,M,1560.0,88.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,L,308,M1,1400.0,95.0,2620.0,1563.0,1557.0,DIESEL,M,1560.0,73.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,C,2008,M1,1215.0,114.0,2537.0,1482.0,1492.0,PETROL,M,1199.0,60.0
PT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,L,308,M1,1460.0,95.0,2730.0,1565.0,1560.0,DIESEL,M,1560.0,73.0
NL,TESLA,TESLA MOTORS LTD,TESLA MOTORS INC.,2,MODEL X,M1,2474.0,0.0,2970.0,1710.0,1710.0,ELECTRIC,E,,79.0
NL,TESLA,TESLA MOTORS LTD,TESLA MOTORS INC.,2,MODEL X,M1,2533.0,0.0,2970.0,1710.0,1710.0,ELECTRIC,E,,79.0
NL,TESLA,TESLA MOTORS LTD,TESLA MOTORS INC.,2,MODEL X,M1,2427.0,0.0,2970.0,1710.0,1710.0,ELECTRIC,E,,79.0
DK,FORD WERKE GMBH,FORD-WERKE GMBH,FORD WERKE GMBH,JHH,FIESTA,M1,1206.0,118.0,2493.0,1503.0,1466.0,Petrol,M,998.0,74.0
DK,FORD WERKE GMBH,FORD-WERKE GMBH,FORD WERKE GMBH,JHH,FIESTA,M1,1135.0,101.0,2493.0,1503.0,1466.0,Petrol,M,1084.0,63.0
DK,FORD WERKE GMBH,FORD-WERKE GMBH,FORD WERKE GMBH,JA8,FIESTA,M1,1136.0,82.0,2489.0,1492.0,1481.0,Diesel,M,1499.0,70.0
NL,KIA,KIA MOTORS CORPORATION,KIA MOTORS SLOVAKIA S.R.O.,JD,CEE'D,M1,1279.0,115.0,2650.0,1550.0,1560.0,PETROL,M,998.0,88.0
NL,KIA,KIA MOTORS CORPORATION,KIA MOTORS SLOVAKIA S.R.O.,JD,CEE'D,M1,1330.0,136.0,2650.0,1550.0,1560.0,PETROL,M,1591.0,99.0
NL,KIA,KIA MOTORS CORPORATION,KIA MOTORS SLOVAKIA S.R.O.,JD,CEE'D,M1,1389.0,102.0,2650.0,1550.0,1560.0,DIESEL,M,1582.0,100.0
NL,KIA,KIA MOTORS CORPORATION,KIA MOTORS SLOVAKIA S.R.O.,JD,CEE'D,M1,1416.0,109.0,2650.0,1550.0,1560.0,DIESEL,M,1582.0,100.0
NL,KIA,KIA MOTORS CORPORATION,KIA MOTORS SLOVAKIA S.R.O.,JD,CEE'D,M1,1305.0,120.0,2650.0,1550.0,1560.0,PETROL,M,998.0,88.0
FR,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,0,C4 CACTUS,M1,1040.0,107.0,2595.0,1480.0,,Petrol,M,1199.0,60.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,V37,Q50,M1,1686.0,119.0,2850.0,1545.0,1545.0,Diesel,M,2143.0,125.0
FR,NISSAN,NISSAN INTERNATIONAL SA,NISSAN INTERNATIONAL SA,V37,Q50,M1,1796.0,123.0,2850.0,1545.0,1545.0,Diesel,M,2143.0,125.0
BE,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,JAGUAR,DF,E-PACE,M1,1904.0,147.0,2680.0,1635.0,1634.0,Diesel,M,1999.0,132.0
BE,JAGUAR LAND ROVER LIMITED,JAGUAR LAND ROVER LIMITED,LAND ROVER,LA,Discovery,M1,2640.0,203.0,2885.0,1605.0,1612.0,Diesel,M,2993.0,155.0
FR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,P,108,M1,915.0,95.0,2340.0,1430.0,1430.0,Petrol,M,998.0,51.0
FR,KIA SLOVAKIA,KIA MOTORS SLOVAKIA SRO,KIA MOTORS SLOVAKIA S.R.O,JD,CEE'D,M1,1429.0,102.0,2650.0,1549.0,1549.0,Diesel,M,1582.0,100.0
FR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,P,108,M1,935.0,97.0,2340.0,1430.0,1430.0,Petrol,M,998.0,51.0
FR,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,P,108,M1,930.0,95.0,2340.0,1430.0,1430.0,Petrol,M,998.0,51.0
NL,AUDI AG,AUDI AG,AUDI AG,8X,A1 SPORTBACK,M1,1180.0,119.0,2460.0,1460.0,1450.0,PETROL,M,1395.0,92.0
NL,AUDI AG,AUDI AG,AUDI AG,8X,A1 SPORTBACK,M1,1165.0,103.0,2460.0,1460.0,1450.0,PETROL,M,999.0,70.0
NL,AUDI AG,AUDI AG,AUDI AG,8X,A1 SPORTBACK,M1,1205.0,98.0,2460.0,1460.0,1450.0,DIESEL,M,1422.0,66.0
NL,AUDI AG,AUDI AG,AUDI AG,8X,A1 SPORTBACK,M1,1230.0,111.0,2460.0,1460.0,1450.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,8X,A1 SPORTBACK,M1,1135.0,97.0,2460.0,1460.0,1450.0,PETROL,M,999.0,70.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A7 SPORTBACK,M1,1900.0,141.0,2920.0,1630.0,1630.0,DIESEL,M,2967.0,160.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 CABRIOLET,M1,1450.0,119.0,2590.0,1540.0,1510.0,PETROL,M,1395.0,85.0
NL,AUDI AG,AUDI AG,AUDI AG,8V,A3 CABRIOLET,M1,1455.0,120.0,2590.0,1540.0,1510.0,PETROL,M,1498.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 ALLROAD QUATTRO,M1,2030.0,172.0,2910.0,1630.0,1600.0,DIESEL,M,2967.0,235.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 ALLROAD QUATTRO,M1,1965.0,149.0,2910.0,1630.0,1600.0,DIESEL,M,2967.0,160.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A7 SPORTBACK,M1,1795.0,157.0,2920.0,1630.0,1630.0,PETROL,M,1984.0,185.0
NL,AUDI AG,AUDI AG,AUDI AG,4G,A6 AVANT,M1,1800.0,158.0,2910.0,1610.0,1610.0,PETROL,M,1984.0,185.0
NL,AUDI AG,AUDI AG,AUDI AG,8X,A1 SPORTBACK,M1,1215.0,113.0,2460.0,1460.0,1450.0,PETROL,M,1395.0,92.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 LIMOUSINE,M1,1480.0,112.0,2830.0,1560.0,1550.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 AVANT,M1,1690.0,120.0,2830.0,1560.0,1550.0,DIESEL,M,1968.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A4 AVANT,M1,1535.0,114.0,2830.0,1560.0,1550.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,8X,A1,M1,1195.0,112.0,2460.0,1460.0,1450.0,PETROL,M,1395.0,110.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A5 SPORTBACK,M1,1520.0,133.0,2830.0,1580.0,1560.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A5 SPORTBACK,M1,1550.0,128.0,2830.0,1580.0,1560.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A5 SPORTBACK,M1,1595.0,114.0,2830.0,1580.0,1560.0,DIESEL,M,1968.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A5 SPORTBACK,M1,1610.0,144.0,2830.0,1580.0,1560.0,PETROL,M,1984.0,185.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A5 COUPE,M1,1495.0,123.0,2770.0,1580.0,1560.0,PETROL,M,1984.0,140.0
NL,AUDI AG,AUDI AG,AUDI AG,B8,A5 SPORTBACK,M1,1595.0,109.0,2830.0,1580.0,1560.0,DIESEL,M,1968.0,140.0
